instrument,date,direction,ob_ts,placed_ts,age_at_placement_min,hour_utc,weekday,killzone,ml_proba,entry,sl,tp,rr,ob_high,ob_low,ob_size_pct,ctx_h1_close_above_ma20,ctx_h1_atr_5,ctx_h1_trend,ctx_dist_to_h1_swing_high_pct,ctx_dist_to_h1_swing_low_pct,ctx_h4_close_above_ma20,ctx_h4_trend,features_json,price_at_placement,entry_vs_ref_price_pct,outcome,fill_ts,time_to_fill_s,price_at_fill,risk_abs,reward_abs,mfe_R,mae_R,ticks_count_in_trade,exit_ts,hold_time_s,pnl_r
GBPUSD,2026-05-12,bullish,2026-05-12 08:45:00+00:00,2026-05-12 08:50:00+00:00,5.0,8,Tuesday,london,0.8114010621353681,1.35171,1.35059,1.35339,1.5,1.35171,1.35123,0.03551057549326675,False,0.0025780000000000134,bearish,0.9083316703990404,0.2069429354855335,False,bearish,"{""score"": 85.0, ""quality"": 46.0, ""ob_strength"": 7.0, ""sweep_strength"": 3.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 0.0011200000000000099, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 1.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 0.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 11.0, ""bars_group_to_validation"": 11.0, ""is_bullish"": 1.0, ""hour_of_day"": 8.0, ""day_of_week"": 1.0, ""minutes_into_killzone"": 45.0, ""atr_at_setup"": 0.0003500000000000249, ""atr_ratio_100"": 1.1697860962568567, ""dist_to_pdh_pct"": 0.6818565896883854, ""dist_to_pdl_pct"": 0.1251833306173219, ""dist_to_d1_open_pct"": -0.16839119934416502, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.166571046089305, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.8178137651821593, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 5.594262295081166, ""fib_level"": 0.36470588235293044, ""mom_60"": 0.06730520320993798, ""mom_240"": -0.415866216206281, ""body_ratio_recent"": 0.5969017785184845, ""mom_aligned"": 1.0, ""atr_regime"": 1.3330986238882945, ""dist_pdh_atr"": 26.5142857142837, ""dist_pdl_atr"": 4.8285714285709975}",1.35864,0.5126839336840079,NO_FILL,,,,,,,,,,,
GBPUSD,2026-05-12,bullish,2026-05-12 14:00:00+00:00,2026-05-12 14:05:00+00:00,5.0,14,Tuesday,ny_morning,0.801513834880305,1.35132,1.35072,1.3522200000000004,1.5,1.35132,1.35089,0.03182073824113848,False,0.0027020000000000264,range,0.7823129251700706,0.16045548654244343,False,range,"{""score"": 72.0, ""quality"": 37.0, ""ob_strength"": 4.0, ""sweep_strength"": 6.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 0.000600000000000156, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 0.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 6.0, ""bars_group_to_validation"": 7.0, ""is_bullish"": 1.0, ""hour_of_day"": 14.0, ""day_of_week"": 1.0, ""minutes_into_killzone"": 0.0, ""atr_at_setup"": 0.0003171428571428571, ""atr_ratio_100"": 0.956690368455029, ""dist_to_pdh_pct"": 0.7105122006774367, ""dist_to_pdl_pct"": 0.09629486970563983, ""dist_to_d1_open_pct"": -0.1971949571267107, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.957267905653007, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.8014981273407837, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 1.3243243243245988, ""fib_level"": -0.06810631229236334, ""mom_60"": -0.16325626061903106, ""mom_240"": -0.17874157071000782, ""body_ratio_recent"": 0.46908093137699, ""mom_aligned"": 0.0, ""atr_regime"": 1.4983866116806726, ""dist_pdh_atr"": 30.490990990990507, ""dist_pdl_atr"": 4.099099099099348}",1.35389,0.19018441227836197,NO_FILL,,,,,,,,,,,
GBPUSD,2026-05-12,bullish,2026-05-12 15:32:00+00:00,2026-05-12 15:35:00+00:00,3.0,15,Tuesday,ny_morning,0.9462837841081555,1.35099,1.35002,1.352445,1.5,1.35099,1.35002,0.07179919910583464,False,0.002866000000000035,range,0.69198012775018,0.19369529216939219,False,range,"{""score"": 111.0, ""quality"": 49.0, ""ob_strength"": 4.0, ""sweep_strength"": 8.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 0.0009699999999999154, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 0.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 5.0, ""bars_sweep_to_validation"": 7.0, ""bars_group_to_validation"": 11.0, ""is_bullish"": 1.0, ""hour_of_day"": 15.0, ""day_of_week"": 1.0, ""minutes_into_killzone"": 32.0, ""atr_at_setup"": 0.00030500000000003143, ""atr_ratio_100"": 0.9206157561123461, ""dist_to_pdh_pct"": 0.7347592561297298, ""dist_to_pdl_pct"": 0.07185078739573603, ""dist_to_d1_open_pct"": -0.22156736755811446, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.920126139358111, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.9538461538460821, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 1.8403755868546794, ""fib_level"": -0.07142857142851873, ""mom_60"": -0.059162408205819514, ""mom_240"": -0.19054793609997317, ""body_ratio_recent"": 0.43311124592487893, ""mom_aligned"": 0.0, ""atr_regime"": 1.741767532419605, ""dist_pdh_atr"": 32.78688524589829, ""dist_pdl_atr"": 3.1803278688518537}",1.35132,0.024426531654576533,WIN,2026-05-12 15:36:48.853000+00:00,108.853,1.35099,0.0009699999999999154,0.001454999999999984,1.5051546391754065,0.4123711340206091,1493.0,2026-05-12 15:45:28.917000+00:00,520.064,1.5
DJ30,2026-05-14,bullish,2026-05-14 00:22:00+00:00,2026-05-14 00:25:00+00:00,3.0,0,Thursday,asia,0.7553601433968246,49854.39,49828.99,49892.490000000005,1.5,49854.39,49837.39,0.03409930399308867,True,64.05599999999977,range,0.03409383304731281,0.7659680973976585,True,range,"{""score"": 70.0, ""quality"": 39.0, ""ob_strength"": 3.0, ""sweep_strength"": 7.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 25.400000000001455, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 1.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 0.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 21.0, ""bars_group_to_validation"": 23.0, ""is_bullish"": 1.0, ""hour_of_day"": 0.0, ""day_of_week"": 3.0, ""minutes_into_killzone"": 22.0, ""atr_at_setup"": 7.485714285714494, ""atr_ratio_100"": 1.7408637873754342, ""dist_to_pdh_pct"": 0.7664692255848286, ""dist_to_pdl_pct"": 0.06422815123883058, ""dist_to_d1_open_pct"": -0.5001497854804453, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.773865944482077, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.8333333333333334, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.8015267175572296, ""fib_level"": 0.8584874613308763, ""mom_60"": 0.012036014161574264, ""mom_240"": 0.2028521090951632, ""body_ratio_recent"": 0.4315476190476118, ""mom_aligned"": 1.0, ""atr_regime"": 0.5267805644503827, ""dist_pdh_atr"": 51.440648854960365, ""dist_pdl_atr"": 4.2748091603052245}",49746.56,-0.2162898793867536,INVALID_PRICE,,,,,,,,,,,
DJ30,2026-05-14,bearish,2026-05-14 16:09:00+00:00,2026-05-14 16:10:00+00:00,1.0,16,Thursday,ny_afternoon,0.7379295834428755,50201.46,50239.46,50087.46,3.0,50220.46,50201.46,0.03784750483352476,True,189.99599999999919,range,0.38764755084677016,0.6475512464067664,True,range,"{""score"": 103.0, ""quality"": 25.0, ""ob_strength"": 4.0, ""sweep_strength"": 2.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 3.0, ""risk_points"": 38.0, ""tp_source_htf"": 1.0, ""tp_source_capped"": 1.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 1.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 1.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 5.0, ""bars_group_to_validation"": 7.0, ""is_bullish"": 0.0, ""hour_of_day"": 16.0, ""day_of_week"": 3.0, ""minutes_into_killzone"": 9.0, ""atr_at_setup"": 18.928571428571427, ""atr_ratio_100"": 0.9299909808421863, ""dist_to_pdh_pct"": 0.0756377556605903, ""dist_to_pdl_pct"": 0.760842665315734, ""dist_to_d1_open_pct"": 0.1925357135087766, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.9304481248836947, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.5263157894736842, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 1.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 1.0566037735849056, ""fib_level"": 0.9773084700067486, ""mom_60"": 0.21361779504111245, ""mom_240"": 0.08986789797850012, ""body_ratio_recent"": 0.4279985262399487, ""mom_aligned"": 0.0, ""atr_regime"": 1.7645370909458282, ""dist_pdh_atr"": 2.0075471698113208, ""dist_pdl_atr"": 20.026339622641494}",49985.39,0.4304058089147202,NO_FILL,,,,,,,,,,,
DJ30,2026-05-15,bearish,2026-05-15 08:16:00+00:00,2026-05-15 08:20:00+00:00,4.0,8,Friday,london,0.7046631090709011,49802.14,49846.44,49735.689999999995,1.5,49822.44,49802.14,0.0407613006188146,False,95.46000000000058,bearish,0.8977668095799217,0.20946954999594897,False,range,"{""score"": 102.0, ""quality"": 36.0, ""ob_strength"": 6.0, ""sweep_strength"": 3.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 44.30000000000291, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 1.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 1.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 0.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 10.0, ""bars_group_to_validation"": 11.0, ""is_bullish"": 0.0, ""hour_of_day"": 8.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 16.0, ""atr_at_setup"": 15.607142857143897, ""atr_ratio_100"": 1.5071356146147117, ""dist_to_pdh_pct"": 0.5960983848757704, ""dist_to_pdl_pct"": 0.8529606767307327, ""dist_to_d1_open_pct"": 0.7586924916149306, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.5048533599384437, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.9122994652406728, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 2.275322283609642, ""fib_level"": -0.6847560975609933, ""mom_60"": -0.30101274868099714, ""mom_240"": -0.4107113849275982, ""body_ratio_recent"": 0.5926561161800451, ""mom_aligned"": 1.0, ""atr_regime"": 0.819216561325481, ""dist_pdh_atr"": 19.135469107550307, ""dist_pdl_atr"": 26.98764302059298}",49960.44,-0.3178578269929825,INVALID_PRICE,,,,,,,,,,,
DJ30,2026-05-15,bearish,2026-05-15 13:31:00+00:00,2026-05-15 13:35:00+00:00,4.0,13,Friday,ny_morning,0.797457838203805,49745.14,49794.64,49670.89,1.5,49794.64,49745.14,0.09950720814133802,False,160.9,range,0.9502653785479367,0.21943757947062797,False,bearish,"{""score"": 156.0, ""quality"": 55.0, ""ob_strength"": 7.0, ""sweep_strength"": 8.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 49.5, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 1.0, ""bars_group_to_validation"": 1.0, ""is_bullish"": 0.0, ""hour_of_day"": 13.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 31.0, ""atr_at_setup"": 25.800000000000832, ""atr_ratio_100"": 1.502095947834167, ""dist_to_pdh_pct"": 0.7098690459771222, ""dist_to_pdl_pct"": 0.7375315253213023, ""dist_to_d1_open_pct"": 0.6433712328894612, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.5034740468266345, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.7910990009082625, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 1.3592233009708188, ""fib_level"": 0.5015503875968992, ""mom_60"": 0.20004778583565563, ""mom_240"": -0.047627526218243975, ""body_ratio_recent"": 0.6143413505414133, ""mom_aligned"": 0.0, ""atr_regime"": 1.3476730158539734, ""dist_pdh_atr"": 13.784883720929844, ""dist_pdl_atr"": 14.116279069766874}",49913.44,-0.33832450768055516,INVALID_PRICE,,,,,,,,,,,
DJ30,2026-05-15,bearish,2026-05-15 13:32:00+00:00,2026-05-15 13:35:00+00:00,3.0,13,Friday,ny_morning,0.7954103563136455,49704.14,49794.64,49568.39,1.5,49732.14,49704.14,0.05633333561349215,False,160.9,range,0.9502653785479367,0.21943757947062797,False,bearish,"{""score"": 153.0, ""quality"": 48.0, ""ob_strength"": 6.0, ""sweep_strength"": 6.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 90.5, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 8.0, ""bars_group_to_validation"": 9.0, ""is_bullish"": 0.0, ""hour_of_day"": 13.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 32.0, ""atr_at_setup"": 28.70714285714348, ""atr_ratio_100"": 1.6333149099420914, ""dist_to_pdh_pct"": 0.7917040829096735, ""dist_to_pdl_pct"": 0.6545035392197821, ""dist_to_d1_open_pct"": 0.5604208538062287, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.6350284051544652, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.7910990009082625, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 2.198404785643007, ""fib_level"": 0.34108527131782945, ""mom_60"": 0.054991384683072186, ""mom_240"": -0.21435111878426372, ""body_ratio_recent"": 0.6350187123952457, ""mom_aligned"": 0.0, ""atr_regime"": 1.3590094202414746, ""dist_pdh_atr"": 13.817118686240109, ""dist_pdl_atr"": 11.25852202040274}",49913.44,-0.4210916837108597,INVALID_PRICE,,,,,,,,,,,
DJ30,2026-05-15,bearish,2026-05-15 18:17:00+00:00,2026-05-15 18:20:00+00:00,3.0,18,Friday,ny_afternoon,0.7056351218374591,49645.44,49693.44,49573.44,1.5,49673.44,49645.44,0.056399943277771335,False,140.0,range,0.9368683693896694,0.20349183937280993,False,bearish,"{""score"": 117.0, ""quality"": 37.0, ""ob_strength"": 4.0, ""sweep_strength"": 4.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 48.0, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 1.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 1.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 26.0, ""bars_group_to_validation"": 27.0, ""is_bullish"": 0.0, ""hour_of_day"": 18.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 17.0, ""atr_at_setup"": 14.200000000000207, ""atr_ratio_100"": 0.9963164357130423, ""dist_to_pdh_pct"": 0.9088679040789548, ""dist_to_pdl_pct"": 0.5356317639963921, ""dist_to_d1_open_pct"": 0.44166018911877747, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.9931513727380555, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.5970149253731343, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 0.49544994944387544, ""fib_level"": 0.616504854368932, ""mom_60"": -0.04027512745064081, ""mom_240"": -0.19302519541790358, ""body_ratio_recent"": 0.601516415352841, ""mom_aligned"": 1.0, ""atr_regime"": 1.5548998175891564, ""dist_pdh_atr"": 32.066901408450136, ""dist_pdl_atr"": 18.62676056338001}",49667.14,-0.043709956040266916,INVALID_PRICE,,,,,,,,,,,
AUDUSD,2026-05-15,bullish,2026-05-15 12:47:00+00:00,2026-05-15 12:50:00+00:00,3.0,12,Friday,ny_morning,0.7303732293097016,0.71451,0.71435,0.71478,1.687500000000607,0.71451,0.7144,0.01539516591789387,False,0.0019739999999999645,range,1.0317349363903177,0.1859359709212992,False,bearish,"{""score"": 137.0, ""quality"": 50.0, ""ob_strength"": 8.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.687500000000607, ""risk_points"": 0.00015999999999993797, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 2.0, ""bars_group_to_validation"": 3.0, ""is_bullish"": 1.0, ""hour_of_day"": 12.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 47.0, ""atr_at_setup"": 0.00017785714285713437, ""atr_ratio_100"": 1.2001156737998495, ""dist_to_pdh_pct"": 1.0757600930387183, ""dist_to_pdl_pct"": 0.0756334299760473, ""dist_to_d1_open_pct"": 0.002799199428966116, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.2033636187898389, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.7927927927928252, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 2.0240963855424168, ""fib_level"": 0.12034739454096063, ""mom_60"": -0.04893941300669233, ""mom_240"": -0.16062125508051794, ""body_ratio_recent"": 0.571694131978804, ""mom_aligned"": 0.0, ""atr_regime"": 1.317598091284365, ""dist_pdh_atr"": 43.6867469879542, ""dist_pdl_atr"": 3.0361445783133134}",0.71671,0.30790331835803275,NO_FILL,,,,,,,,,,,
USDJPY,2026-05-12,bearish,2026-05-12 09:15:00+00:00,2026-05-12 09:20:00+00:00,5.0,9,Tuesday,london,0.7455605131802316,157.637,157.662,157.589,1.9199999999996362,157.651,157.637,0.008881163686196772,True,0.38939999999999486,range,0.11868419215413928,0.524241404916187,True,range,"{""score"": 100.0, ""quality"": 40.0, ""ob_strength"": 4.0, ""sweep_strength"": 7.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.9199999999996362, ""risk_points"": 0.025000000000005684, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 1.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 1.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 5.0, ""bars_group_to_validation"": 6.0, ""is_bullish"": 0.0, ""hour_of_day"": 9.0, ""day_of_week"": 1.0, ""minutes_into_killzone"": 15.0, ""atr_at_setup"": 0.01678571428571526, ""atr_ratio_100"": 0.7291795953829235, ""dist_to_pdh_pct"": 0.08113333122047724, ""dist_to_pdl_pct"": 0.5754936676555885, ""dist_to_d1_open_pct"": 0.020303924367888512, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.7320416173447362, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.5820895522392239, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 1.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.41702127659601845, ""fib_level"": 0.5, ""mom_60"": 0.019669925952250245, ""mom_240"": -0.010149193139139813, ""body_ratio_recent"": 0.47886826416938366, ""mom_aligned"": 0.0, ""atr_regime"": 1.8153843325343684, ""dist_pdh_atr"": 7.625531914892334, ""dist_pdl_atr"": 53.73617021276205}",157.563,0.04694329376987146,WIN,2026-05-12 09:34:52.223000+00:00,892.223,157.637,0.025000000000005684,0.04800000000000182,1.959999999999818,0.7600000000000455,1381.0,2026-05-12 09:52:06.027000+00:00,1033.804,1.9199999999996362
